Console,GameName,Review,Score,Score_Category
N64,Spider-Man Review,good,7,Medium
N64,WCW Backstage Assault Review,mediocre,5,Low
PC,Timeline Review,poor,4,Low
PS,Tomb Raider Chronicles Review,good,7,Medium
PC,Tomb Raider: Chronicles Review,fair,6,Medium
DC,Maximum Pool Review,mediocre,5,Low
GBC,Donkey Kong Country Review,superb,9,High
PS2,Theme Park Roller Coaster Review,great,8,High
PC,Gunman Chronicles Review,mediocre,5,Low
PC,Amazons & Aliens Review,mediocre,5,Low
PS2,Real Pool Review,mediocre,5,Low
PS,FIFA 2001 Review,great,8,High
GBC,Cruis'n Exotica Review,mediocre,5,Low
PS,Torneko: The Last Hope Review,fair,6,Medium
PS,Disney's Donald Duck: Goin' Quackers Review,mediocre,5,Low
GBC,Pok&#233;mon Puzzle Challenge Review,great,8,High
PS,NCAA Final Four 2001 Review,mediocre,5,Low
PS2,NCAA Final Four 2001 Review,poor,4,Low
PC,B-17 Flying Fortress: The Mighty 8th Review,good,7,Medium
PS,Gundam Battle Assault Review,mediocre,5,Low
PS2,Guitar Freaks 3rd Mix & DrumMania 2nd Mix Import Review,superb,9,High
PC,Microsoft Casino Review,mediocre,5,Low
PS2,Bust A Move Dance Summit 2001 Import Review,good,7,Medium
GBC,Dexter's Laboratory: Robot Rampage Review,fair,6,Medium
GBC,Powerpuff Girls: Bad Mojo Jojo Review,bad,3,Very Low
PS,Razor Freestyle Scooter Review,fair,6,Medium
PC,Motocross Mania Review,good,7,Medium
GBC,X-Men: Mutant Wars Review,poor,4,Low
PC,Hoyle Casino Review,good,7,Medium
PC,Hoyle Card Games Review,good,7,Medium
PS,King of Fighters '99 Evolution Review,fair,6,Medium
PC,Hoyle Word Games Review,good,7,Medium
PC,Harley-Davidson: Wheels of Freedom Review,mediocre,5,Low
PS,Contender 2 Review,fair,6,Medium
GBC,Road Champs BXS Stunt Biking Review,fair,6,Medium
N64,Tom & Jerry: Fists of Furry Review,fair,6,Medium
GBC,Airforce Delta Review,poor,4,Low
N64,Blues Brothers 2000 Review,poor,4,Low
N64,Hercules: The Legendary Journey Review,fair,6,Medium
N64,Mega Man 64 Review,mediocre,5,Low
PS,Speedball 2100 Review,good,7,Medium
N64,Polaris SnoCross Review,bad,3,Very Low
PS2,NBA Live 2001 Review,great,8,High
PC,IHRA Drag Racing Review,mediocre,5,Low
PC,No Escape Review,mediocre,5,Low
PC,Kingdom Under Fire Review,mediocre,5,Low
DC,The Grinch Review,fair,6,Medium
GBC,The Mummy Review,good,7,Medium
PS,Gold & Glory: The Road to El Dorado Review,bad,3,Very Low
PS2,Knockout Kings 2001 Review,poor,4,Low
DC,Bang! Gunship Elite Review,fair,6,Medium
DC,Dinosaur Review,poor,4,Low
PC,Age of Sail II Review,good,7,Medium
PS,ESPN MLS GameNight Review,good,7,Medium
PS,Mega Man X5 Review,good,7,Medium
GBC,F1 Championship Season 2000 Review,fair,6,Medium
PS,NASCAR Heat Review,mediocre,5,Low
GBC,NASCAR Heat Review,fair,6,Medium
PC,Chicken Run Review,mediocre,5,Low
PS2,NHL FaceOff 2001 Review,mediocre,5,Low
DC,Xtreme Sports Review,good,7,Medium
DC,Speed Devils Online Review,good,7,Medium
PC,Airfix Dogfighter Review,good,7,Medium
PS,Animorphs: Shattered Reality Review,bad,3,Very Low
PC,Rowan's Battle of Britain Review,great,8,High
PC,Ground Control: Dark Conspiracy Review,good,7,Medium
PS,The Dukes of Hazzard II: Daisy Dukes It Out Review,mediocre,5,Low
GBC,Looney Tunes Racing Review,mediocre,5,Low
PS,Bugs & Taz: Time Busters Review,good,7,Medium
DC,Disney's Donald Duck Goin' Quackers Review,mediocre,5,Low
PS2,Disney's Donald Duck - Goin' Quackers Review,fair,6,Medium
GBC,Metal Walker Review,great,8,High
PS,Championship Motocross 2001 Featuring Ricky Carmichael Review,good,7,Medium
DC,The Next Tetris: On-Line Edition Review,poor,4,Low
PC,Combat Command 2: Danger Forward! Review,fair,6,Medium
GBC,Sgt. Rock: On the Frontline Review,fair,6,Medium
PC,Thandor: The Invasion Review,poor,4,Low
PS2,ATV Offroad Fury Review,fair,6,Medium
PC,Riddle of the Sphinx Review,good,7,Medium
PS2,RC Revenge Pro Review,mediocre,5,Low
PS2,Aqua Aqua Review,good,7,Medium
PC,Mayday Review,terrible,2,Very Low
GBC,Action Man: Search For Base X Review,great,8,High
DC,Unreal Tournament Review,superb,9,High
PS,Ford Racing Review,poor,4,Low
PS2,ESPN NBA 2Night Review,good,7,Medium
PS2,Unison Review,mediocre,5,Low
PS,Vanishing Point Review,good,7,Medium
PC,NBA Live 2001 Review,great,8,High
PC,Star Trek Away Team Review,mediocre,5,Low
PS2,Tiger Woods PGA Tour 2001 Review,mediocre,5,Low
PC,Star Wars: Battle for Naboo Review,fair,6,Medium
PS2,Army Men: Sarge's Heroes 2 Review,mediocre,5,Low
PS,Ducati World Racing Challenge Review,good,7,Medium
PS2,Shadow of Destiny Review,great,8,High
PC,The Moon Project Review,great,8,High
PS2,NBA ShootOut 2001 Review,fair,6,Medium
GBC,Project S-11 Review,fair,6,Medium
PC,Colin McRae Rally 2.0 Review,great,8,High
GBC,Scooby-Doo! Classic Creep Capers Review,good,7,Medium
PS,Dance Dance Revolution Review,great,8,High
DC,Iron Aces Review,fair,6,Medium
GBC,Dragon's Lair Review,good,7,Medium
PS,Toy Story Racer Review,fair,6,Medium
GBC,Toy Story Racer Review,fair,6,Medium
DC,Surf Rocket Racers Review,poor,4,Low
DC,NBA Hoopz Review,fair,6,Medium
PS,NBA Hoopz Review,fair,6,Medium
GBC,NBA Hoopz Review,fair,6,Medium
PS2,NBA Hoopz Review,mediocre,5,Low
PC,Europa Universalis Review,great,8,High
PS2,All Star Baseball 2002 Review,great,8,High
PS,Triple Play Baseball Review,great,8,High
PC,Triple Play Baseball Review,mediocre,5,Low
PS2,Triple Play Baseball Review,great,8,High
PS,Metal Slug X Review,great,8,High
PS,Army Men World War: Final Front Review,fair,6,Medium
GBC,Disney's The Little Mermaid II Pinball Frenzy Review,good,7,Medium
GBC,SpongeBob SquarePants: Legend of the Lost Spatula Review,bad,3,Very Low
GBC,Tom and Jerry: Mouse Hunt Review,good,7,Medium
PC,Crime Cities Review,mediocre,5,Low
GBC,Indiana Jones and the Infernal Machine Review,fair,6,Medium
PS,Rogue Spear Review,fair,6,Medium
PC,The Sims: House Party Review,great,8,High
N64,Aidyn Chronicles: The First Mage Review,mediocre,5,Low
PC,Evil Dead: Hail to the King Review,bad,3,Very Low
PS2,MDK2 Armageddon Review,good,7,Medium
DC,Illbleed Review,fair,6,Medium
DC,Record of Lodoss War Review,fair,6,Medium
GBC,Mickey's Speedway USA Review,superb,9,High
PC,Tribes 2 Review,great,8,High
PS,The Simpsons Wrestling Review,fair,6,Medium
GBC,"Roswell Conspiracies: Aliens, Myths & Legends Review",fair,6,Medium
DC,Spider-Man Review,good,7,Medium
PC,Kohan: Immortal Sovereigns Review,great,8,High
PC,Cossacks: European Wars Review,good,7,Medium
PS,MTV Sports: T.J. Lavin's Ultimate BMX Review,terrible,2,Very Low
GBC,Kirby Tilt 'n' Tumble Review,great,8,High
PC,X-COM: Enforcer Review,fair,6,Medium
PC,Fate of the Dragon Review,good,7,Medium
PC,High Heat Major League Baseball 2002 Review,good,7,Medium
PS2,High Heat Major League Baseball 2002 Review,fair,6,Medium
GBA,Kuru Kuru Kururin Import Review,good,7,Medium
PS2,The Adventures of Cookie & Cream Review,great,8,High
PC,Evil Islands: Curse of the Lost Soul Review,good,7,Medium
N64,Pok&#233;mon Stadium 2 Review,good,7,Medium
GBC,Legend of the River King 2 Review,good,7,Medium
GBC,Tech Deck Skateboarding Review,good,7,Medium
PS2,Rumble Racing Review,great,8,High
N64,Dr. Mario 64 Review,good,7,Medium
PS2,Quake III Revolution Review,good,7,Medium
PS,Strikers 1945 Review,mediocre,5,Low
PC,Game Room Review,fair,6,Medium
PS,Smurf Racer Review,poor,4,Low
PS,KISS Pinball Review,abysmal,1,Very Low
GBC,Batman: Chaos in Gotham Review,good,7,Medium
PS,Spec Ops: Ranger Elite Review,poor,4,Low
PS2,Crazy Taxi Review,good,7,Medium
PS2,Dark Cloud Review,great,8,High
GBA,Tony Hawk's Pro Skater 2 Review,superb,9,High
PS2,Escape from Monkey Island Review,great,8,High
PC,Echelon Review,good,7,Medium
GBC,Mat Hoffman's Pro BMX Review,good,7,Medium
GBA,Ready 2 Rumble Boxing Round 2 Review,good,7,Medium
PS,Time Crisis: Project Titan Review,fair,6,Medium
GBA,Namco Museum Review,good,7,Medium
PS2,Cool Boarders 2001 Review,good,7,Medium
PS2,Motor Mayhem: Vehicular Combat League Review,good,7,Medium
PC,Steel Soldiers Review,fair,6,Medium
PS2,Gauntlet Dark Legacy Review,fair,6,Medium
PC,Emperor: Battle for Dune Review,great,8,High
DC,Confidential Mission Review,mediocre,5,Low
DC,Worms World Party Review,great,8,High
GBA,Pinobee: Wings of Adventure Review,mediocre,5,Low
PS2,Tokyo Xtreme Racer: Zero Review,good,7,Medium
GBA,Iridion 3-D Review,mediocre,5,Low
PC,Hostile Waters: Antaeus Rising Review,great,8,High
DC,Crazy Taxi 2 Review,great,8,High
PS2,MTV Music Generator 2 Review,good,7,Medium
PC,Fly! II Review,fair,6,Medium
PC,World War II Online: Blitzkrieg Review,mediocre,5,Low
GBC,Commander Keen Review,fair,6,Medium
GBA,Super Dodge Ball Review,good,7,Medium
PS2,CART Fury Championship Racing Review,mediocre,5,Low
PS,MLB 2002 Review,great,8,High
GBC,X-Men: Wolverine's Rage Review,mediocre,5,Low
GBC,Spider-Man 2: The Sinister Six Review,fair,6,Medium
GBC,Shrek: Fairy Tale Freakdown Review,poor,4,Low
PS,Boxing Review,mediocre,5,Low
PS,Bowling Review,terrible,2,Very Low
PC,Alone in the Dark: The New Nightmare Review,mediocre,5,Low
GBC,Pok&#233;mon Crystal Review,great,8,High
PC,Anarchy Online Review,good,7,Medium
PC,Legends of Might and Magic Review,mediocre,5,Low
DC,Alien Front Online Review,good,7,Medium
PC,Baldur's Gate II: Throne of Bhaal Review,great,8,High
DC,Stupid Invaders Review,fair,6,Medium
DC,Outtrigger Review,good,7,Medium
PS2,MX 2002 Featuring Ricky Carmichael Review,good,7,Medium
PS,WarJetz Review,poor,4,Low
PS2,WarJetz Review,fair,6,Medium
DC,18 Wheeler American Pro Trucker Review,fair,6,Medium
DC,Razor Freestyle Scooter Review,fair,6,Medium
PC,The Corporate Machine Review,great,8,High
PS2,Fur Fighters: Viggo's Revenge Review,good,7,Medium
GBA,Top Gear GT Championship Review,mediocre,5,Low
GBA,Tweety & The Magic Gems Review,bad,3,Very Low
PS2,NASCAR Heat 2002 Review,good,7,Medium
PC,Empire of the Ants Review,mediocre,5,Low
PS,Who Wants To Be A Millionaire Third Edition Review,poor,4,Low
PS2,Rune: Viking Warlord Review,poor,4,Low
GBA,Jurassic Park III: The DNA Factor Review,bad,3,Very Low
GBA,Pac-Man Collection Review,great,8,High
PS2,Rugby 2002 Review,fair,6,Medium
PC,Rules of the Game Review,mediocre,5,Low
PS2,NCAA Football 2002 Review,great,8,High
GBC,Tomb Raider: Curse of the Sword Review,good,7,Medium
PC,Eurofighter Typhoon Review,fair,6,Medium
GBA,Hot Potato! Review,good,7,Medium
PS,NFL GameDay 2002 Review,great,8,High
NEO,The King of Fighters 2000 Review,good,7,Medium
DC,Atari Anniversary Edition Review,poor,4,Low
PS,Digimon Digital Card Battle Review,mediocre,5,Low
PC,Front Office Football: The College Years Review,great,8,High
PC,Monopoly Casino: Vegas Edition Review,fair,6,Medium
DC,The Last Blade 2: Heart of the Samurai Review,great,8,High
PS2,Dark Angel: Vampire Apocalypse Review,bad,3,Very Low
PC,Shogun: Total War Warlord Edition Review,great,8,High
N64,Tony Hawk's Pro Skater 2 Review,superb,9,High
PC,Dragonriders: Chronicles of Pern Review,poor,4,Low
PC,Conquest: Frontier Wars Review,great,8,High
GBA,Mario Kart Super Circuit Review,great,8,High
PC,RoboForge Review,good,7,Medium
PS2,Test Drive Off-Road Wide Open Review,good,7,Medium
PC,Far Gate Review,fair,6,Medium
PC,Primal Prey Review,bad,3,Very Low
PS2,Armored Core 2: Another Age Review,great,8,High
DC,World Series Baseball 2K2 Review,good,7,Medium
PS2,Extreme-G 3 Review,great,8,High
PC,Shattered Galaxy Review,great,8,High
PS2,Dave Mirra Freestyle BMX 2 Review,good,7,Medium
PS2,Madden NFL 2002 Review,superb,9,High
PS,Madden NFL 2002 Review,superb,9,High
PS,Saiyuki: Journey West Review,great,8,High
GBC,WWF Betrayal Review,poor,4,Low
PS2,NFL Quarterback Club 2002 Review,good,7,Medium
DC,NCAA College Football 2K2 Review,great,8,High
PS2,Gallop Racer 2001 Review,mediocre,5,Low
PS2,Gadget Racers Review,good,7,Medium
DC,Death Crimson OX Review,poor,4,Low
GBA,Tang Tang Review,poor,4,Low
DC,Sega Bass Fishing 2 Review,great,8,High
PC,Baseball Mogul 2002 Review,good,7,Medium
GBA,ESPN Final Round Golf 2002 Review,fair,6,Medium
PC,Lightweight Ninja Review,bad,3,Very Low
PC,Akimbo: Kung-Fu Hero Review,terrible,2,Very Low
PC,MTV Total Request Live Trivia Review,poor,4,Low
PC,Road to India: Between Hell and Nirvana Review,good,7,Medium
PC,Squad Battles: Vietnam Review,good,7,Medium
DC,Alone in the Dark: The New Nightmare Review,fair,6,Medium
PC,Pool of Radiance: Ruins of Myth Drannor Review,fair,6,Medium
PC,Throne of Darkness Review,good,7,Medium
DC,Mat Hoffman's Pro BMX Review,good,7,Medium
PS2,Kessen II Review,good,7,Medium
GBA,High Heat Baseball 2002 Review,fair,6,Medium
PS2,F1 2001 Review,great,8,High
PC,Real War Review,bad,3,Very Low
DC,Heavy Metal: Geomatrix Review,bad,3,Very Low
DC,Ooga Booga Review,good,7,Medium
PS2,Monster Rancher 3 Review,great,8,High
GBA,ESPN X Games Skateboarding Review,fair,6,Medium
GBA,Spider-Man: Mysterio's Menace Review,great,8,High
GBA,F-14 Tomcat Review,good,7,Medium
PC,Open Kart Review,fair,6,Medium
PS2,Yanya Caballista: City Skater Review,poor,4,Low
PC,Rails Across America Review,good,7,Medium
PS2,Spy Hunter Review,good,7,Medium
PS2,Batman: Vengeance Review,good,7,Medium
PS2,Kinetica Review,good,7,Medium
PS2,Time Crisis II Review,good,7,Medium
PC,Sub Command Review,great,8,High
PC,The Weakest Link Review,poor,4,Low
PS2,Silent Scope 2: Dark Silhouette Review,mediocre,5,Low
PS2,The Mummy Returns Review,fair,6,Medium
PS2,BASS Strike Review,mediocre,5,Low
PS,One Piece Mansion Review,good,7,Medium
DC,NFL 2K2 Review,superb,9,High
PS2,NHL Hitz 2002 Review,fair,6,Medium
PS2,NHL 2002 Review,great,8,High
PC,Ultimate Ride Review,good,7,Medium
PS2,Paris-Dakar Rally Review,terrible,2,Very Low
PS,Tales of Destiny II Review,good,7,Medium
PS,Dance Dance Revolution Disney Mix Review,fair,6,Medium
PC,Zax: The Alien Hunter Review,good,7,Medium
GBA,NFL Blitz 2002 Review,terrible,2,Very Low
PC,Jack Orlando: A Cinematic Adventure Review,fair,6,Medium
PC,The Sims: Hot Date Review,great,8,High
PS2,Stunt GP Review,mediocre,5,Low
PC,Project Eden Review,good,7,Medium
PS2,Project Eden Review,good,7,Medium
PS2,James Bond in Agent Under Fire Review,fair,6,Medium
PS2,Supercar Street Challenge Review,mediocre,5,Low
PC,Supercar Street Challenge Review,bad,3,Very Low
PC,Empire Earth Review,good,7,Medium
PC,Dark Age of Camelot Review,superb,9,High
PC,Ballistics Review,fair,6,Medium
PS2,Ace Combat 04: Shattered Skies Review,great,8,High
PC,Civilization III Review,superb,9,High
XBOX,Tony Hawk's Pro Skater 2x Review,good,7,Medium
GC,All-Star Baseball 2002 Review,fair,6,Medium
PC,4X4 EVO 2 Review,good,7,Medium
DC,Bomberman Online Review,fair,6,Medium
XBOX,NFL Fever 2002 Review,good,7,Medium
XBOX,Fuzion Frenzy Review,fair,6,Medium
XBOX,Project Gotham Racing Review,great,8,High
PC,Flight Simulator 2002 Review,superb,9,High
PS2,Crash Bandicoot: The Wrath of Cortex Review,fair,6,Medium
XBOX,NASCAR Heat 2002 Review,good,7,Medium
GBA,Lady Sia Review,great,8,High
PS2,Shaun Palmer's Pro Snowboarder Review,good,7,Medium
PS,Tony Hawk's Pro Skater 3 Review,superb,9,High
N64,Madden NFL 2002 Review,superb,9,High
XBOX,Madden NFL 2002 Review,great,8,High
GC,Madden NFL 2002 Review,great,8,High
PS2,Dark Summit Review,good,7,Medium
XBOX,Dark Summit Review,good,7,Medium
PS2,Splashdown Review,good,7,Medium
PS2,Smuggler's Run 2: Hostile Territory Review,great,8,High
GC,Wave Race: Blue Storm Review,great,8,High
GC,Luigi's Mansion Review,good,7,Medium
PS,Syphon Filter 3 Review,fair,6,Medium
PS2,MXRider Review,good,7,Medium
GC,Super Monkey Ball Review,great,8,High
DC,NBA 2K2 Review,superb,9,High
XBOX,NHL Hitz 2002 Review,good,7,Medium
PC,Silent Hunter II Review,fair,6,Medium
PC,Mystery of the Druids Review,poor,4,Low
PS2,Top Gun: Combat Zones Review,fair,6,Medium
PC,World War III: Black Gold Review,great,8,High
XBOX,NASCAR Thunder 2002 Review,great,8,High
PS2,NBA Live 2002 Review,good,7,Medium
XBOX,NBA Live 2002 Review,good,7,Medium
PC,Patrician II Review,good,7,Medium
PS,Zoboomafoo: Leapin' Lemurs Review,bad,3,Very Low
PS2,Burnout Review,great,8,High
PC,Schizm Review,good,7,Medium
PS2,Giants: Citizen Kabuto Review,great,8,High
PC,Soul Reaver 2 Review,great,8,High
XBOX,Max Payne Review,superb,9,High
GBA,Mat Hoffman's Pro BMX Review,great,8,High
PS2,Namco Museum Review,fair,6,Medium
PC,IL-2 Sturmovik Review,superb,9,High
GBA,Super Bust-A-Move Review,great,8,High
PC,Screamer 4x4 Review,good,7,Medium
PC,AquaNox Review,fair,6,Medium
XBOX,Test Drive Off-Road Wide Open Review,fair,6,Medium
XBOX,F1 2001 Review,great,8,High
PS2,Shadow Hearts Review,good,7,Medium
PC,Battlecruiser Millennium Review,fair,6,Medium
GC,SSX Tricky Review,great,8,High
XBOX,SSX Tricky Review,great,8,High
PC,Star Wars Galactic Battlegrounds Review,great,8,High
GC,Extreme-G 3 Review,great,8,High
XBOX,Azurik: Rise of Perathia Review,mediocre,5,Low
XBOX,Amped: Freestyle Snowboarding Review,fair,6,Medium
PS2,Driven Review,terrible,2,Very Low
GBA,Driven Review,good,7,Medium
PC,Frank Herbert's Dune Review,bad,3,Very Low
GC,Dave Mirra Freestyle BMX 2 Review,fair,6,Medium
GBA,Dave Mirra Freestyle BMX 2 Review,superb,9,High
PC,EverQuest: The Shadows of Luclin Review,great,8,High
XBOX,Star Wars Starfighter: Special Edition Review,good,7,Medium
XBOX,Mad Dash Racing Review,good,7,Medium
GBA,BackTrack Review,bad,3,Very Low
PC,Etherlords Review,great,8,High
PS2,Frequency Review,great,8,High
PS2,Jeremy McGrath Supercross World Review,terrible,2,Very Low
GBA,Harry Potter and the Sorcerer's Stone Review,mediocre,5,Low
PS2,Dynasty Warriors 3 Review,good,7,Medium
PS2,NFL 2K2 Review,superb,9,High
PS2,Jade Cocoon 2 Review,great,8,High
PC,Gorasul: Legacy of the Dragon Review,fair,6,Medium
GBA,Spyro: Season of Ice Review,good,7,Medium
GC,NHL Hitz 2002 Review,good,7,Medium
XBOX,NHL 2002 Review,great,8,High
XBOX,The Simpsons Road Rage Review,fair,6,Medium
XBOX,Arctic Thunder Review,poor,4,Low
XBOX,Transworld Surf Review,great,8,High
PS2,Wave Rally Review,fair,6,Medium
PC,Comanche 4 Review,good,7,Medium
PS2,NFL GameDay 2002 Review,fair,6,Medium
PS,FIFA 2002 Review,great,8,High
PC,Europa Universalis II Review,great,8,High
PS2,ESPN NFL Primetime 2002 Review,mediocre,5,Low
PC,Kohan: Ahriman's Gift Review,good,7,Medium
PS2,Sunny Garcia Surfing Review,mediocre,5,Low
GC,Disney's Tarzan Untamed Review,fair,6,Medium
PC,Rally Trophy Review,great,8,High
PC,Survivor Review,terrible,2,Very Low
PC,S.W.I.N.E. Review,good,7,Medium
PC,Capitalism II Review,great,8,High
PC,Secret Service: In Harm's Way Review,fair,6,Medium
PC,Takeda Review,mediocre,5,Low
PC,Monster Truck Rumble Review,bad,3,Very Low
GBA,American Bass Challenge Review,fair,6,Medium
GBA,Great Outdoor Games Bass 2002 Review,fair,6,Medium
PS,Hoshigami: Ruining Blue Earth Review,good,7,Medium
XBOX,Star Wars: Obi-Wan Review,poor,4,Low
PC,Disciples II: Dark Prophecy Review,great,8,High
PC,Star Wars Starfighter Review,fair,6,Medium
PC,Black & White: Creature Isle Review,great,8,High
PS2,Star Trek: Voyager Elite Force Review,fair,6,Medium
XBOX,MX 2002 Featuring Ricky Carmichael Review,good,7,Medium
PC,Fighting Legends Review,poor,4,Low
PS2,Tsugunai: Atonement Review,poor,4,Low
XBOX,Nightcaster Review,fair,6,Medium
PS2,Wizardry: Tale of the Forsaken Land Review,great,8,High
GBA,Shaun Palmer's Pro Snowboarder Review,good,7,Medium
XBOX,Wreckless: The Yakuza Missions Review,fair,6,Medium
GBC,Mega Man Xtreme 2 Review,good,7,Medium
GC,NBA Courtside 2002 Review,good,7,Medium
XBOX,Bloodwake Review,good,7,Medium
PC,Lineage: The Blood Pledge Review,mediocre,5,Low
GC,Cel Damage Review,mediocre,5,Low
GC,Quarterback Club 2002 Review,mediocre,5,Low
XBOX,NFL 2K2 Review,superb,9,High
PS2,NBA 2K2 Review,superb,9,High
GBA,Monster Rancher Advance Review,great,8,High
PS2,AirBlade Review,good,7,Medium
PS2,ESPN International Winter Sports 2002 Review,mediocre,5,Low
PS2,Rez Review,good,7,Medium
PS2,Mobile Suit Gundam: Zeonic Front Review,fair,6,Medium
GBA,Prehistorik Man Review,fair,6,Medium
PS2,Dragon Rage Review,poor,4,Low
PS2,GoDai: Elemental Force Review,bad,3,Very Low
GC,Universal Studios Theme Park Adventure Review,bad,3,Very Low
GC,FIFA 2002 Review,great,8,High
PS2,Jonny Moseley Mad Trix Review,terrible,2,Very Low
XBOX,ESPN NFL Prime Time 2002 Review,poor,4,Low
GBA,Tekken Advance Review,great,8,High
GBA,Boxing Fever Review,fair,6,Medium
PC,Master Rallye Review,good,7,Medium
PS2,ESPN Winter X-Games Snowboarding 2002 Review,fair,6,Medium
PC,Dig Dug: Deeper Review,poor,4,Low
PS,"Monsters, Inc. Scream Team Review",mediocre,5,Low
GBA,Phalanx Review,good,7,Medium
GBA,Mech Platoon Review,great,8,High
PC,Serious Sam: The Second Encounter Review,superb,9,High
PC,Starships Unlimited: Divided Galaxies Review,great,8,High
PC,La Grande Armee at Austerlitz Review,good,7,Medium
GBA,Powerpuff Girls: Mojo Jojo-A-Go-Go Review,fair,6,Medium
GBA,Mortal Kombat Advance Review,terrible,2,Very Low
XBOX,NBA Inside Drive 2002 Review,fair,6,Medium
PC,Car Tycoon Review,mediocre,5,Low
PS,Gunfighter: The Legend of Jesse James Review,poor,4,Low
PC,Cabela's Off-Road Adventure 2 Review,good,7,Medium
GBA,Planet Monsters Review,mediocre,5,Low
PS2,MotoGP 2 Review,great,8,High
PC,Tropico: Paradise Island Review,great,8,High
PS2,Pirates: The Legend of Black Kat Review,good,7,Medium
XBOX,New Legends Review,good,7,Medium
PC,Destroyer Command Review,terrible,2,Very Low
PS2,Maximo: Ghosts to Glory Review,good,7,Medium
GC,18 Wheeler: American Pro Trucker Review,poor,4,Low
GC,NBA Street Review,great,8,High
PS2,Gitaroo-Man Review,great,8,High
XBOX,UFC: Tapout Review,great,8,High
PS2,Forever Kingdom Review,fair,6,Medium
XBOX,Circus Maximus Review,fair,6,Medium
XBOX,Jet Set Radio Future Review,great,8,High
GBA,Tony Hawk's Pro Skater 3 Review,superb,9,High
GC,Dark Summit Review,good,7,Medium
PS2,Star Wars Racer Revenge Review,good,7,Medium
GC,Jeremy McGrath Supercross World Review,terrible,2,Very Low
XBOX,NBA 2K2 Review,great,8,High
DC,NHL 2K2 Review,great,8,High
XBOX,ESPN International Winter Sports 2002 Review,poor,4,Low
PC,Salt Lake 2002 Review,fair,6,Medium
GBA,Super Mario World: Super Mario Advance 2 Review,superb,9,High
PS2,Eve of Extinction Review,fair,6,Medium
PS2,Fatal Frame Review,good,7,Medium
PC,Mimesis Online Review,bad,3,Very Low
PC,Moto Racer 3 Review,good,7,Medium
PS2,ESPN NBA 2Night 2002 Review,mediocre,5,Low
XBOX,ESPN Winter X-Games Snowboarding 2002 Review,fair,6,Medium
PC,Tiger Woods PGA Tour 2002 Review,great,8,High
PS2,Tiger Woods PGA Tour 2002 Review,great,8,High
PS2,High Heat Baseball 2003 Review,great,8,High
GBA,NBA Jam 2002 Review,good,7,Medium
PS2,Pac-Man World 2 Review,great,8,High
PC,Trainz Review,great,8,High
PC,Druuna: Morbus Gravis Review,terrible,2,Very Low
PS2,World Tour Soccer 2002 Review,great,8,High
PC,Mall Tycoon Review,poor,4,Low
GBA,Columns Crown Review,fair,6,Medium
PC,NASCAR Racing 2002 Season Review,great,8,High
PS2,Knockout Kings 2002 Review,great,8,High
XBOX,Knockout Kings 2002 Review,great,8,High
GBA,Puyo Pop Review,great,8,High
PC,Shadow Force: Razor Unit Review,poor,4,Low
GBA,Tom Clancy's Rainbow Six: Rogue Spear Review,good,7,Medium
PC,The Sims: Vacation review,great,8,High
PC,Grandia II Review,good,7,Medium
PS2,Sled Storm Review,good,7,Medium
PC,Ultima Online: Lord Blackthorn's Revenge Review,fair,6,Medium
GBA,Mike Tyson Boxing Review,bad,3,Very Low
PC,Star Trek Bridge Commander Review,great,8,High
XBOX,Pirates: The Legend of Black Kat Review,good,7,Medium
XBOX,Agent Under Fire Review,fair,6,Medium
PC,Warrior Kings Review,good,7,Medium
GBA,MotoGP Review,good,7,Medium
PS2,Herdy Gerdy Review,fair,6,Medium
PC,Global Operations Review,great,8,High
PS2,Triple Play 2002 Review,great,8,High
XBOX,Triple Play 2002 Review,great,8,High
PS2,Virtua Fighter 4 Review,superb,9,High
PS2,WTA Tour Tennis Review,fair,6,Medium
PC,Heroes of Might and Magic IV Review,great,8,High
PS2,Hot Shots Golf 3 Review,good,7,Medium
XBOX,Blood Omen 2 Review (Xbox) Review,good,7,Medium
XBOX,Crash Bandicoot: The Wrath of Cortex Review,fair,6,Medium
GBA,Dark Arena Review,fair,6,Medium
GC,Spy Hunter Review,fair,6,Medium
PC,Tom Clancy's Ghost Recon: Desert Siege Review,great,8,High
GC,Driven Review,fair,6,Medium
PC,Tony Hawk's Pro Skater 3 Review,superb,9,High
PC,Jedi Knight II: Jedi Outcast Review,superb,9,High
PS2,Savage Skies Review,mediocre,5,Low
GC,NBA 2K2 Review,great,8,High
PS2,Shadow Man 2econd Coming Review,fair,6,Medium
GBA,Zone of the Enders: The Fist of Mars Review,good,7,Medium
PC,Might and Magic IX Review,fair,6,Medium
PC,Hitchcock: The Final Cut Review,mediocre,5,Low
GBA,High Heat Major League Baseball 2003 Review,fair,6,Medium
XBOX,NFL Blitz 2002 Review,great,8,High
GC,NFL Blitz 2002 Review,great,8,High
PC,Warlords Battlecry II Review,great,8,High
GC,Bloody Roar: Primal Fury Review,good,7,Medium
GC,Home Run King Review,good,7,Medium
PS2,Star Wars: Jedi Starfighter Review,good,7,Medium
PS2,Army Men: RTS Review,good,7,Medium
PS2,Smash Court Tennis Pro Tournament Review,good,7,Medium
GBA,Motocross Maniacs Advance Review,fair,6,Medium
GBA,Konami Collector's Series: Arcade Advanced Review,great,8,High
PC,Dark Planet: Battle for Natrolis Review,mediocre,5,Low
GC,Sega Soccer Slam Review,great,8,High
